question,answer,context,id,task,direction,size
What is the minimum of Col 6?,2,csv/0-csv/arithmetic_3283.csv,nt241,arithmetic,col,"(10, 10)"
What is the minimum of Col 8?,1,csv/0-csv/arithmetic_1494.csv,nt242,arithmetic,col,"(12, 12)"
List all items in Col 2,"B,N,X,W,A,I",csv/0-csv/item_16.csv,nt243,item,col,"(6, 6)"
What is the minimum of Col 4?,1,csv/0-csv/arithmetic_1480.csv,nt244,arithmetic,col,"(4, 4)"
What is the minimum of Row 5?,1,csv/0-csv/arithmetic_2189.csv,nt245,arithmetic,row,"(12, 12)"
List all items in Col 1,"U,S,R,L",csv/0-csv/item_5960.csv,nt246,item,col,"(4, 4)"
What is the maximum of Row 8?,9,csv/0-csv/arithmetic_3297.csv,nt247,arithmetic,row,"(8, 8)"
What is the minimum of Col 2?,2,csv/0-csv/arithmetic_2837.csv,nt248,arithmetic,col,"(8, 8)"
List all items in Row 11,"J,L,K,I,B,X,Q,G,J,A,Y,Y",csv/0-csv/item_2969.csv,nt249,item,row,"(12, 12)"
What is the minimum of Row 2?,1,csv/0-csv/arithmetic_5180.csv,nt250,arithmetic,row,"(4, 4)"
What is the maximum of Col 2?,10,csv/0-csv/arithmetic_6489.csv,nt251,arithmetic,col,"(12, 12)"
List all items in Col 7,"Y,E,U,F,I,O,A,A,X,S",csv/0-csv/item_1253.csv,nt252,item,col,"(10, 10)"
What is the minimum of Col 3?,2,csv/0-csv/arithmetic_6462.csv,nt253,arithmetic,col,"(8, 8)"
List all items in Col 3,"O,Z,O,Q,T,N,P,I",csv/0-csv/item_2982.csv,nt254,item,col,"(8, 8)"
What is the maximum of Col 11?,9,csv/0-csv/arithmetic_2604.csv,nt255,arithmetic,col,"(12, 12)"
List all items in Row 4,"G,B,J,X,S,I,Y,M,V,O,D,I",csv/0-csv/item_3444.csv,nt256,item,row,"(12, 12)"
List all items in Col 3,"H,I,V,D,W,G,N,A,C,J,P,M",csv/0-csv/item_544.csv,nt257,item,col,"(12, 12)"
List all items in Col 3,"X,Y,K,N",csv/0-csv/item_5035.csv,nt258,item,col,"(4, 4)"
What is the maximum of Col 4?,7,csv/0-csv/arithmetic_4275.csv,nt259,arithmetic,col,"(4, 4)"
List all items in Col 6,"F,K,I,W,J,J,N,G,W,U",csv/0-csv/item_5753.csv,nt260,item,col,"(10, 10)"
What is the maximum of Row 1?,10,csv/0-csv/arithmetic_4513.csv,nt261,arithmetic,row,"(10, 10)"
List all items in Col 8,"I,R,Y,C,P,K,X,N",csv/0-csv/item_222.csv,nt262,item,col,"(8, 8)"
What is the minimum of Col 2?,1,csv/0-csv/arithmetic_2162.csv,nt263,arithmetic,col,"(8, 8)"
List all items in Row 3,"B,S,C,E,P,H,Q,H",csv/0-csv/item_3322.csv,nt264,item,row,"(8, 8)"
What is the minimum of Col 12?,1,csv/0-csv/arithmetic_6304.csv,nt265,arithmetic,col,"(12, 12)"
List all items in Row 3,"H,P,O,C",csv/0-csv/item_1535.csv,nt266,item,row,"(4, 4)"
What is the maximum of Col 2?,10,csv/0-csv/arithmetic_6310.csv,nt267,arithmetic,col,"(4, 4)"
List all items in Row 2,"Z,R,D,D,A,X",csv/0-csv/item_1521.csv,nt268,item,row,"(6, 6)"
What is the minimum of Col 8?,1,csv/0-csv/arithmetic_248.csv,nt269,arithmetic,col,"(10, 10)"
List all items in Row 3,"R,F,U,U,N,P,O,G",csv/0-csv/item_5747.csv,nt270,item,row,"(8, 8)"
What is the minimum of Row 5?,2,csv/0-csv/arithmetic_4507.csv,nt271,arithmetic,row,"(8, 8)"
What is the maximum of Col 10?,8,csv/0-csv/arithmetic_3268.csv,nt272,arithmetic,col,"(10, 10)"
List all items in Col 4,"O,B,Q,T,P,N",csv/0-csv/item_236.csv,nt273,item,col,"(6, 6)"
List all items in Col 9,"X,L,S,L,V,T,G,K,J,R",csv/0-csv/item_2028.csv,nt274,item,col,"(10, 10)"
What is the minimum of Col 1?,1,csv/0-csv/arithmetic_2176.csv,nt275,arithmetic,col,"(6, 6)"
List all items in Col 1,"V,U,Z,Q,D,O",csv/0-csv/item_3336.csv,nt276,item,col,"(6, 6)"
List all items in Col 6,"H,C,X,W,D,O,T,P,U,K,N,H",csv/0-csv/item_4459.csv,nt277,item,col,"(12, 12)"
What is the maximum of Col 3?,10,csv/0-csv/arithmetic_5619.csv,nt278,arithmetic,col,"(12, 12)"
List all items in Row 1,"S,M,V,W,O,E",csv/0-csv/item_2996.csv,nt279,item,row,"(6, 6)"
What is the minimum of Col 4?,2,csv/0-csv/arithmetic_2610.csv,nt280,arithmetic,col,"(4, 4)"
List all items in Row 2,"F,Q,I,K",csv/0-csv/item_3450.csv,nt281,item,row,"(4, 4)"
List all items in Row 2,"H,S,B,V",csv/0-csv/item_550.csv,nt282,item,row,"(4, 4)"
List all items in Col 6,"O,R,V,D,X,A",csv/0-csv/item_5021.csv,nt283,item,col,"(6, 6)"
What is the maximum of Row 3?,10,csv/0-csv/arithmetic_4261.csv,nt284,arithmetic,row,"(6, 6)"
List all items in Row 2,"X,G,Q,D,Z,K,L,I,R,D",csv/0-csv/item_6528.csv,nt285,item,row,"(10, 10)"
List all items in Row 5,"C,Z,S,Z,P,B,U,F",csv/0-csv/item_1247.csv,nt286,item,row,"(8, 8)"
What is the maximum of Col 5?,9,csv/0-csv/arithmetic_1319.csv,nt287,arithmetic,col,"(12, 12)"
What is the maximum of Row 2?,10,csv/0-csv/arithmetic_6476.csv,nt288,arithmetic,row,"(6, 6)"
What is the minimum of Row 1?,1,csv/0-csv/arithmetic_5157.csv,nt289,arithmetic,row,"(8, 8)"
List all items in Col 3,"J,H,C,Q,O,H,G,V",csv/0-csv/item_4317.csv,nt290,item,col,"(8, 8)"
List all items in Col 2,"N,L,R,O,Q,Z,Q,P,A,V",csv/0-csv/item_3478.csv,nt291,item,col,"(10, 10)"
What is the minimum of Row 1?,1,csv/0-csv/arithmetic_2638.csv,nt292,arithmetic,row,"(10, 10)"
List all items in Row 4,"C,C,X,Y,A,E,R,Z,I,R",csv/0-csv/item_578.csv,nt293,item,row,"(10, 10)"
List all items in Col 6,"G,D,R,W,Z,E",csv/0-csv/item_2766.csv,nt294,item,col,"(6, 6)"
What is the maximum of Col 6?,8,csv/0-csv/arithmetic_3526.csv,nt295,arithmetic,col,"(6, 6)"
What is the minimum of Col 2?,3,csv/0-csv/arithmetic_4249.csv,nt296,arithmetic,col,"(12, 12)"
List all items in Col 8,"E,S,T,U,A,W,S,C,M,S,Y,I",csv/0-csv/item_5009.csv,nt297,item,col,"(12, 12)"
List all items in Col 3,"I,H,T,E",csv/0-csv/item_6500.csv,nt298,item,col,"(4, 4)"
What is the maximum of Row 4?,8,csv/0-csv/arithmetic_506.csv,nt299,arithmetic,row,"(6, 6)"
What is the maximum of Row 1?,10,csv/0-csv/arithmetic_1331.csv,nt300,arithmetic,row,"(6, 6)"
What is the minimum of Col 7?,1,csv/0-csv/arithmetic_6338.csv,nt301,arithmetic,col,"(10, 10)"
What is the maximum of Row 1?,10,csv/0-csv/arithmetic_1457.csv,nt302,arithmetic,row,"(8, 8)"
What is the minimum of Row 2?,1,csv/0-csv/arithmetic_260.csv,nt303,arithmetic,row,"(4, 4)"
List all items in Row 8,"T,Z,Z,V,A,W,X,J,X,U,O,W",csv/0-csv/item_1509.csv,nt304,item,row,"(12, 12)"
List all items in Col 1,"R,J,F,S,V,T",csv/0-csv/item_6266.csv,nt305,item,col,"(6, 6)"
List all items in Row 2,"O,E,R,C",csv/0-csv/item_2000.csv,nt306,item,row,"(4, 4)"
What is the minimum of Col 2?,1,csv/0-csv/arithmetic_3240.csv,nt307,arithmetic,col,"(4, 4)"
What is the minimum of Row 2?,1,csv/0-csv/arithmetic_5631.csv,nt308,arithmetic,row,"(6, 6)"
List all items in Row 6,"S,J,J,P,M,F",csv/0-csv/item_4471.csv,nt309,item,row,"(6, 6)"
List all items in Col 10,"S,P,R,G,I,J,E,H,I,Z,X,T",csv/0-csv/item_2014.csv,nt310,item,col,"(12, 12)"
What is the maximum of Row 11?,10,csv/0-csv/arithmetic_3254.csv,nt311,arithmetic,row,"(12, 12)"
What is the minimum of Col 1?,1,csv/0-csv/arithmetic_5625.csv,nt312,arithmetic,col,"(4, 4)"
List all items in Col 4,"B,R,V,T",csv/0-csv/item_4465.csv,nt313,item,col,"(4, 4)"
What is the maximum of Row 2?,10,csv/0-csv/arithmetic_1443.csv,nt314,arithmetic,row,"(10, 10)"
What is the minimum of Row 10?,2,csv/0-csv/arithmetic_274.csv,nt315,arithmetic,row,"(12, 12)"
List all items in Row 2,"J,U,I,Y,X,O,K,G",csv/0-csv/item_6272.csv,nt316,item,row,"(8, 8)"
List all items in Col 1,"X,S,V,W,P,K,R,H,C,Y,I,O",csv/0-csv/item_6514.csv,nt317,item,col,"(12, 12)"
What is the maximum of Row 3?,6,csv/0-csv/arithmetic_512.csv,nt318,arithmetic,row,"(8, 8)"
What is the maximum of Row 1?,10,csv/0-csv/arithmetic_1325.csv,nt319,arithmetic,row,"(4, 4)"
What is the minimum of Row 1?,3,csv/0-csv/arithmetic_5143.csv,nt320,arithmetic,row,"(10, 10)"
List all items in Row 3,"D,Q,Y,B,P,T,O,L,A,Z",csv/0-csv/item_4303.csv,nt321,item,row,"(10, 10)"
List all items in Col 7,"D,S,K,B,G,B,T,A",csv/0-csv/item_2772.csv,nt322,item,col,"(8, 8)"
What is the maximum of Col 8?,9,csv/0-csv/arithmetic_3532.csv,nt323,arithmetic,col,"(8, 8)"
List all items in Row 2,"B,R,J,Q,E,T,W,G,K,F,L,H",csv/0-csv/item_4854.csv,nt324,item,row,"(12, 12)"
List all items in Col 1,"A,Y,O,B,L,X,Q,D",csv/0-csv/item_5592.csv,nt325,item,col,"(8, 8)"
What is the minimum of Col 7?,1,csv/0-csv/arithmetic_1872.csv,nt326,arithmetic,col,"(8, 8)"
List all items in Row 5,"F,P,E,T,T,G,Z,J",csv/0-csv/item_1092.csv,nt327,item,row,"(8, 8)"
What is the minimum of Col 9?,1,csv/0-csv/arithmetic_923.csv,nt328,arithmetic,col,"(10, 10)"
List all items in Row 4,"B,Z,J,P",csv/0-csv/item_6925.csv,nt329,item,row,"(4, 4)"
List all items in Col 1,"Y,C,X,I",csv/0-csv/item_3685.csv,nt330,item,col,"(4, 4)"
What is the minimum of Col 5?,1,csv/0-csv/arithmetic_3903.csv,nt331,arithmetic,col,"(10, 10)"
List all items in Col 3,"U,E,Y,Q",csv/0-csv/item_785.csv,nt332,item,col,"(4, 4)"
List all items in Col 5,"U,X,V,Q,Y,N",csv/0-csv/item_3691.csv,nt333,item,col,"(6, 6)"
List all items in Row 7,"A,L,A,X,C,D,I,I,V,M,U,R",csv/0-csv/item_949.csv,nt334,item,row,"(12, 12)"
What is the minimum of Row 1?,2,csv/0-csv/arithmetic_3917.csv,nt335,arithmetic,row,"(8, 8)"
List all items in Col 10,"B,E,Z,N,T,P,K,E,S,T,X,Y",csv/0-csv/item_3849.csv,nt336,item,col,"(12, 12)"
List all items in Col 2,"V,S,U,A,D,A",csv/0-csv/item_791.csv,nt337,item,col,"(6, 6)"
List all items in Row 2,"F,O,P,N,D,A",csv/0-csv/item_1086.csv,nt338,item,row,"(6, 6)"
What is the minimum of Col 4?,1,csv/0-csv/arithmetic_937.csv,nt339,arithmetic,col,"(8, 8)"
List all items in Row 5,"B,W,V,W,X,K",csv/0-csv/item_6931.csv,nt340,item,row,"(6, 6)"
List all items in Row 6,"F,L,U,V,M,D,D,H,X,V",csv/0-csv/item_1938.csv,nt341,item,row,"(10, 10)"
What is the minimum of Row 2?,4,csv/0-csv/arithmetic_1866.csv,nt342,arithmetic,row,"(6, 6)"
List all items in Col 1,"W,R,H,V",csv/0-csv/item_4840.csv,nt343,item,col,"(4, 4)"
List all items in Col 3,"I,R,X,A,F,W",csv/0-csv/item_5586.csv,nt344,item,col,"(6, 6)"
List all items in Row 6,"Q,N,O,F,O,I,L,Y,R,I",csv/0-csv/item_4698.csv,nt345,item,row,"(10, 10)"
What is the minimum of Row 6?,2,csv/0-csv/arithmetic_1696.csv,nt346,arithmetic,row,"(6, 6)"
List all items in Row 3,"Q,C,O,U",csv/0-csv/item_1910.csv,nt347,item,row,"(4, 4)"
List all items in Row 10,"D,U,H,T,E,V,D,W,V,H",csv/0-csv/item_4868.csv,nt348,item,row,"(10, 10)"
What is the maximum of Row 3?,6,csv/0-csv/arithmetic_3081.csv,nt349,arithmetic,row,"(6, 6)"
What is the maximum of Row 3?,10,csv/0-csv/arithmetic_4936.csv,nt350,arithmetic,row,"(6, 6)"
List all items in Col 5,"G,U,J,B,W,L",csv/0-csv/item_961.csv,nt351,item,col,"(6, 6)"
What is the maximum of Col 4?,10,csv/0-csv/arithmetic_5396.csv,nt352,arithmetic,col,"(6, 6)"
What is the minimum of Col 2?,1,csv/0-csv/arithmetic_4088.csv,nt353,arithmetic,col,"(10, 10)"
List all items in Col 4,"K,E,W,W,S,G",csv/0-csv/item_3861.csv,nt354,item,col,"(6, 6)"
What is the minimum of Row 1?,1,csv/0-csv/arithmetic_6847.csv,nt355,arithmetic,row,"(8, 8)"
List all items in Row 8,"G,C,V,H,K,B,E,T,K,Q,H,U",csv/0-csv/item_6919.csv,nt356,item,row,"(12, 12)"
What is the minimum of Col 5?,1,csv/0-csv/arithmetic_6853.csv,nt357,arithmetic,col,"(10, 10)"
What is the maximum of Row 5?,7,csv/0-csv/arithmetic_5382.csv,nt358,arithmetic,row,"(8, 8)"
List all items in Row 1,"X,J,Z,Q",csv/0-csv/item_975.csv,nt359,item,row,"(4, 4)"
List all items in Col 3,"U,A,A,D",csv/0-csv/item_3875.csv,nt360,item,col,"(4, 4)"
What is the minimum of Col 2?,2,csv/0-csv/arithmetic_3095.csv,nt361,arithmetic,col,"(4, 4)"
What is the maximum of Col 2?,8,csv/0-csv/arithmetic_4922.csv,nt362,arithmetic,col,"(8, 8)"
What is the maximum of Row 1?,10,csv/0-csv/arithmetic_1682.csv,nt363,arithmetic,row,"(8, 8)"
List all items in Row 2,"M,Q,E,P,M,V,N,O,D,P,W,T",csv/0-csv/item_1904.csv,nt364,item,row,"(12, 12)"
List all items in Row 3,"V,N,J,M,H,Y,D,A,R,Q",csv/0-csv/item_6058.csv,nt365,item,row,"(10, 10)"
List all items in Row 5,"X,R,F,J,A,D,L,B",csv/0-csv/item_1737.csv,nt366,item,row,"(8, 8)"
What is the maximum of Row 3?,9,csv/0-csv/arithmetic_1669.csv,nt367,arithmetic,row,"(12, 12)"
What is the minimum of Col 2?,4,csv/0-csv/arithmetic_6106.csv,nt368,arithmetic,col,"(6, 6)"
List all items in Row 3,"F,N,S,Y",csv/0-csv/item_3120.csv,nt369,item,row,"(4, 4)"
What is the maximum of Col 1?,10,csv/0-csv/arithmetic_2360.csv,nt370,arithmetic,col,"(4, 4)"
List all items in Row 2,"P,G,V,M,S,X,S,J",csv/0-csv/item_4897.csv,nt371,item,row,"(8, 8)"
What is the maximum of Col 3?,10,csv/0-csv/arithmetic_4711.csv,nt372,arithmetic,col,"(6, 6)"
List all items in Row 5,"Z,O,H,W,G,E",csv/0-csv/item_5551.csv,nt373,item,row,"(6, 6)"
What is the maximum of Col 8?,10,csv/0-csv/arithmetic_4077.csv,nt374,arithmetic,col,"(8, 8)"
List all items in Row 5,"U,T,D,N,U,I,O,N",csv/0-csv/item_5237.csv,nt375,item,row,"(8, 8)"
List all items in Col 10,"X,I,R,Q,N,F,M,P,F,J",csv/0-csv/item_2558.csv,nt376,item,col,"(10, 10)"
List all items in Col 1,"K,K,X,Z,S,R",csv/0-csv/item_746.csv,nt377,item,col,"(6, 6)"
What is the maximum of Row 5?,10,csv/0-csv/arithmetic_3718.csv,nt378,arithmetic,row,"(10, 10)"
List all items in Col 1,"M,K,A,T,X,W",csv/0-csv/item_3646.csv,nt379,item,col,"(6, 6)"
What is the minimum of Row 2?,1,csv/0-csv/arithmetic_2406.csv,nt380,arithmetic,row,"(6, 6)"
What is the maximum of Row 11?,10,csv/0-csv/arithmetic_5369.csv,nt381,arithmetic,row,"(12, 12)"
List all items in Row 10,"V,B,Q,V,A,C,U,I,E,B,E,U",csv/0-csv/item_4129.csv,nt382,item,row,"(12, 12)"
What is the maximum of Row 2?,6,csv/0-csv/arithmetic_6660.csv,nt383,arithmetic,row,"(4, 4)"
What is the maximum of Row 6?,10,csv/0-csv/arithmetic_738.csv,nt384,arithmetic,row,"(10, 10)"
List all items in Row 5,"W,Y,S,C,H,J",csv/0-csv/item_1051.csv,nt385,item,row,"(6, 6)"
What is the maximum of Row 7?,10,csv/0-csv/arithmetic_6674.csv,nt386,arithmetic,row,"(12, 12)"
List all items in Col 2,"E,Q,V,E",csv/0-csv/item_1045.csv,nt387,item,col,"(4, 4)"
What is the maximum of Col 3?,9,csv/0-csv/arithmetic_4063.csv,nt388,arithmetic,col,"(10, 10)"
List all items in Row 1,"X,E,C,R,A,T,U,D,X,I",csv/0-csv/item_5223.csv,nt389,item,row,"(10, 10)"
List all items in Row 8,"Z,L,P,V,X,V,U,O",csv/0-csv/item_752.csv,nt390,item,row,"(8, 8)"
List all items in Row 8,"K,U,P,L,H,W,L,S",csv/0-csv/item_3652.csv,nt391,item,row,"(8, 8)"
What is the minimum of Col 6?,1,csv/0-csv/arithmetic_2412.csv,nt392,arithmetic,col,"(8, 8)"
List all items in Col 12,"Y,U,T,F,X,M,K,N,K,N,E,K",csv/0-csv/item_3134.csv,nt393,item,col,"(12, 12)"
What is the minimum of Row 8?,2,csv/0-csv/arithmetic_2374.csv,nt394,arithmetic,row,"(12, 12)"
List all items in Col 2,"M,I,H,S,G,V,F,U,W,U",csv/0-csv/item_4883.csv,nt395,item,col,"(10, 10)"
What is the minimum of Row 1?,1,csv/0-csv/arithmetic_4705.csv,nt396,arithmetic,row,"(4, 4)"
List all items in Col 3,"B,E,U,R",csv/0-csv/item_5545.csv,nt397,item,col,"(4, 4)"
List all items in Col 3,"V,U,X,G,O,G,N,Y,U,T",csv/0-csv/item_1723.csv,nt398,item,col,"(10, 10)"
What is the maximum of Col 2?,10,csv/0-csv/arithmetic_6112.csv,nt399,arithmetic,col,"(8, 8)"
List all items in Row 1,"H,X,H,I,R,J,U,Y,H,Y",csv/0-csv/item_4673.csv,nt400,item,row,"(10, 10)"
What is the minimum of Row 7?,1,csv/0-csv/arithmetic_5433.csv,nt401,arithmetic,row,"(10, 10)"
What is the maximum of Row 1?,10,csv/0-csv/arithmetic_3042.csv,nt402,arithmetic,row,"(8, 8)"
List all items in Row 7,"X,O,I,Y,L,V,L,D",csv/0-csv/item_2202.csv,nt403,item,row,"(8, 8)"
List all items in Row 2,"D,L,M,O,R,Q,I,S,R,H,H,B",csv/0-csv/item_6064.csv,nt404,item,row,"(12, 12)"
What is the minimum of Row 1?,1,csv/0-csv/arithmetic_1655.csv,nt405,arithmetic,row,"(4, 4)"
What is the minimum of Row 10?,1,csv/0-csv/arithmetic_1133.csv,nt406,arithmetic,row,"(10, 10)"
What is the maximum of Col 5?,9,csv/0-csv/arithmetic_6884.csv,nt407,arithmetic,col,"(12, 12)"
What is the maximum of Row 8?,10,csv/0-csv/arithmetic_704.csv,nt408,arithmetic,row,"(12, 12)"
List all items in Col 6,"L,N,Y,B,L,W,T,N",csv/0-csv/item_6702.csv,nt409,item,col,"(8, 8)"
What is the minimum of Col 12?,1,csv/0-csv/arithmetic_3724.csv,nt410,arithmetic,col,"(12, 12)"
List all items in Row 2,"A,M,J,B,S,Y,E,C,J,O,S,C",csv/0-csv/item_2564.csv,nt411,item,row,"(12, 12)"
List all items in Col 3,"Q,C,O,N",csv/0-csv/item_4115.csv,nt412,item,col,"(4, 4)"
What is the minimum of Col 1?,2,csv/0-csv/arithmetic_5355.csv,nt413,arithmetic,col,"(4, 4)"
What is the maximum of Col 3?,9,csv/0-csv/arithmetic_3730.csv,nt414,arithmetic,col,"(4, 4)"
List all items in Row 1,"W,L,O,F",csv/0-csv/item_2570.csv,nt415,item,row,"(4, 4)"
List all items in Col 5,"O,N,J,K,H,H",csv/0-csv/item_4101.csv,nt416,item,col,"(6, 6)"
What is the minimum of Row 3?,1,csv/0-csv/arithmetic_5341.csv,nt417,arithmetic,row,"(6, 6)"
What is the minimum of Row 3?,1,csv/0-csv/arithmetic_6648.csv,nt418,arithmetic,row,"(10, 10)"
What is the minimum of Row 6?,1,csv/0-csv/arithmetic_1127.csv,nt419,arithmetic,row,"(8, 8)"
What is the maximum of Col 4?,10,csv/0-csv/arithmetic_6890.csv,nt420,arithmetic,col,"(4, 4)"
List all items in Col 9,"M,M,M,I,D,I,U,B,S,U,B,J",csv/0-csv/item_1079.csv,nt421,item,col,"(12, 12)"
What is the minimum of Col 1?,3,csv/0-csv/arithmetic_710.csv,nt422,arithmetic,col,"(4, 4)"
List all items in Row 2,"B,H,C,A,P,S",csv/0-csv/item_6716.csv,nt423,item,row,"(6, 6)"
List all items in Row 3,"V,U,X,Y",csv/0-csv/item_6070.csv,nt424,item,row,"(4, 4)"
What is the minimum of Row 10?,2,csv/0-csv/arithmetic_1899.csv,nt425,arithmetic,row,"(12, 12)"
What is the maximum of Row 5?,9,csv/0-csv/arithmetic_1641.csv,nt426,arithmetic,row,"(6, 6)"
List all items in Row 4,"L,A,P,B,O,Y,V,G",csv/0-csv/item_4667.csv,nt427,item,row,"(8, 8)"
What is the minimum of Row 1?,2,csv/0-csv/arithmetic_5427.csv,nt428,arithmetic,row,"(8, 8)"
What is the minimum of Row 8?,2,csv/0-csv/arithmetic_2348.csv,nt429,arithmetic,row,"(10, 10)"
List all items in Row 8,"Q,L,O,Z,E,R,G,H,I,O",csv/0-csv/item_3108.csv,nt430,item,row,"(10, 10)"
What is the minimum of Col 6?,2,csv/0-csv/arithmetic_3056.csv,nt431,arithmetic,col,"(6, 6)"
List all items in Col 3,"A,P,J,V,S,S",csv/0-csv/item_2216.csv,nt432,item,col,"(6, 6)"
List all items in Col 12,"I,C,Q,V,T,O,F,S,T,J,N,W",csv/0-csv/item_5579.csv,nt433,item,col,"(12, 12)"
What is the maximum of Row 8?,10,csv/0-csv/arithmetic_4739.csv,nt434,arithmetic,row,"(12, 12)"
List all items in Col 3,"I,G,F,X,I,H,M,E",csv/0-csv/item_6717.csv,nt435,item,col,"(8, 8)"
What is the maximum of Col 2?,10,csv/0-csv/arithmetic_711.csv,nt436,arithmetic,col,"(6, 6)"
What is the maximum of Row 4?,10,csv/0-csv/arithmetic_6891.csv,nt437,arithmetic,row,"(6, 6)"
List all items in Row 10,"J,V,X,I,D,A,Q,P,O,F",csv/0-csv/item_1078.csv,nt438,item,row,"(10, 10)"
What is the minimum of Row 1?,1,csv/0-csv/arithmetic_1126.csv,nt439,arithmetic,row,"(6, 6)"
What is the maximum of Col 4?,9,csv/0-csv/arithmetic_6649.csv,nt440,arithmetic,col,"(12, 12)"
What is the minimum of Row 4?,2,csv/0-csv/arithmetic_5340.csv,nt441,arithmetic,row,"(4, 4)"
List all items in Row 4,"X,V,W,O",csv/0-csv/item_4100.csv,nt442,item,row,"(4, 4)"
List all items in Col 4,"C,Z,M,A,Z,T",csv/0-csv/item_2571.csv,nt443,item,col,"(6, 6)"
What is the maximum of Col 1?,10,csv/0-csv/arithmetic_3731.csv,nt444,arithmetic,col,"(6, 6)"
What is the maximum of Row 8?,10,csv/0-csv/arithmetic_4738.csv,nt445,arithmetic,row,"(10, 10)"
List all items in Col 7,"I,C,A,L,J,V,F,U,D,E",csv/0-csv/item_5578.csv,nt446,item,col,"(10, 10)"
List all items in Row 8,"G,M,J,Q,P,R,U,B",csv/0-csv/item_2217.csv,nt447,item,row,"(8, 8)"
What is the maximum of Col 7?,8,csv/0-csv/arithmetic_3057.csv,nt448,arithmetic,col,"(8, 8)"
List all items in Row 3,"N,I,T,I,F,C,P,Y,V,V,J,P",csv/0-csv/item_3109.csv,nt449,item,row,"(12, 12)"
What is the minimum of Row 6?,1,csv/0-csv/arithmetic_2349.csv,nt450,arithmetic,row,"(12, 12)"
What is the maximum of Col 4?,9,csv/0-csv/arithmetic_5426.csv,nt451,arithmetic,col,"(6, 6)"
List all items in Col 2,"A,I,B,A,V,T",csv/0-csv/item_4666.csv,nt452,item,col,"(6, 6)"
What is the maximum of Row 3?,8,csv/0-csv/arithmetic_1640.csv,nt453,arithmetic,row,"(4, 4)"
List all items in Col 4,"O,L,L,N,O,N",csv/0-csv/item_6071.csv,nt454,item,col,"(6, 6)"
What is the maximum of Row 2?,9,csv/0-csv/arithmetic_1898.csv,nt455,arithmetic,row,"(10, 10)"
What is the maximum of Row 12?,10,csv/0-csv/arithmetic_1654.csv,nt456,arithmetic,row,"(12, 12)"
List all items in Row 1,"U,C,G,R",csv/0-csv/item_6065.csv,nt457,item,row,"(4, 4)"
List all items in Col 9,"L,A,N,E,V,I,X,E,C,N",csv/0-csv/item_2203.csv,nt458,item,col,"(10, 10)"
What is the maximum of Col 5?,8,csv/0-csv/arithmetic_3043.csv,nt459,arithmetic,col,"(10, 10)"
What is the maximum of Col 8?,10,csv/0-csv/arithmetic_5432.csv,nt460,arithmetic,col,"(8, 8)"
List all items in Row 8,"A,L,P,Q,R,U,D,K",csv/0-csv/item_4672.csv,nt461,item,row,"(8, 8)"
What is the maximum of Col 9?,10,csv/0-csv/arithmetic_5354.csv,nt462,arithmetic,col,"(12, 12)"
List all items in Row 5,"F,M,E,G,B,F,V,Y,P,U,Y,J",csv/0-csv/item_4114.csv,nt463,item,row,"(12, 12)"
List all items in Row 2,"P,N,R,J",csv/0-csv/item_2565.csv,nt464,item,row,"(4, 4)"
What is the minimum of Row 2?,1,csv/0-csv/arithmetic_3725.csv,nt465,arithmetic,row,"(4, 4)"
List all items in Row 1,"L,G,O,E,T,O,H,V,O,H",csv/0-csv/item_6703.csv,nt466,item,row,"(10, 10)"
What is the maximum of Col 3?,8,csv/0-csv/arithmetic_705.csv,nt467,arithmetic,col,"(4, 4)"
What is the minimum of Col 4?,1,csv/0-csv/arithmetic_6885.csv,nt468,arithmetic,col,"(4, 4)"
What is the maximum of Col 7?,9,csv/0-csv/arithmetic_1132.csv,nt469,arithmetic,col,"(8, 8)"
What is the maximum of Row 9?,8,csv/0-csv/arithmetic_2413.csv,nt470,arithmetic,row,"(10, 10)"
List all items in Row 7,"E,N,H,X,X,E,S,X,L,T",csv/0-csv/item_3653.csv,nt471,item,row,"(10, 10)"
List all items in Col 3,"O,H,M,Q,T,P,D,K,O,G",csv/0-csv/item_753.csv,nt472,item,col,"(10, 10)"
List all items in Row 6,"L,D,I,H,T,D,W,J",csv/0-csv/item_5222.csv,nt473,item,row,"(8, 8)"
What is the minimum of Col 8?,1,csv/0-csv/arithmetic_4062.csv,nt474,arithmetic,col,"(8, 8)"
List all items in Col 2,"G,V,C,A,C,Q,J,H,V,X,X,B",csv/0-csv/item_1044.csv,nt475,item,col,"(12, 12)"
What is the minimum of Row 3?,1,csv/0-csv/arithmetic_6675.csv,nt476,arithmetic,row,"(4, 4)"
What is the maximum of Row 10?,8,csv/0-csv/arithmetic_6113.csv,nt477,arithmetic,row,"(10, 10)"
List all items in Col 5,"K,N,R,A,W,I,P,Y",csv/0-csv/item_1722.csv,nt478,item,col,"(8, 8)"
List all items in Col 1,"A,E,S,H,L,S,Z,O,N,Z,T,B",csv/0-csv/item_5544.csv,nt479,item,col,"(12, 12)"
What is the minimum of Row 10?,1,csv/0-csv/arithmetic_4704.csv,nt480,arithmetic,row,"(12, 12)"
List all items in Row 2,"O,F,U,X,T,V,V,N",csv/0-csv/item_4882.csv,nt481,item,row,"(8, 8)"
What is the maximum of Row 2?,7,csv/0-csv/arithmetic_2375.csv,nt482,arithmetic,row,"(4, 4)"
